text,topic
"From: ingemar@isy.liu.se (Ingemar Ragnemalm) Subject: Re: Stereo sound problem (?) on mac games Organization: Dept of EE, University of Linkoping Lines: 45  Steve Bollinger <buzz@apple.com> writes:   >Enter game developers. The sound driver and current sound manager are >inconveniently lame for making games.  The Sound Driver is pretty ok, since it's fast. Sound Manager used by the book is *useless*. Disposing of sound channels as soon as sound has completed is out of the question for games with smooth animation. (It's too slow.)  The Sound Driver is so much snappier than Sound Manager. Unfortunately, System 7 supports it poorly, making programs crash occasionally.  >The more of the story is to developers: DON'T CHEAT! >Really, I am absolutely, positively not allowed to do what I am about to >do, >but I'm going say it anyway. >Stop cheating on sound! >Really soon, you will be sorry, as even those without external speakers >will be disappointed with your sound on future hardware. The grace period >is about to end. >The Sound Manager is understandable now, and works pretty well and will >work >even better soon, so use it.  Well, I want my code to work on old systems too. I don't know about sys 7.1, but at least on 6.0.7, there are bugs in the Sound Manager that causes channels to hang (with no error message). This happends when I keep a channel open for long periods - necessary for performance - and play many sounds, stopping sounds halfway. Callbacks seems not to be reliable. Then only way I can safely tell if a sound has stopped playing is to inspect private variables in the channel (QHead, I think it was), and the only way I have found to tell if a channel is hung is to inspect an *undocumented* flag and modify it.  Am I happy with this? Nope. I consider writing to SoundBase simply to get rid of the bugs.  Any better suggestions? (Silent games is not among the acceptab|e solutions.)  --  Ingemar Ragnemalm Dept. of Electrical Engineering      ...!uunet!mcvax!enea!rainier!ingemar                   .. University of Linkoping, Sweden      ingemar@isy.liu.se",comp.sys.mac.hardware
"From: alaa@peewee.unx.dec.com (Alaa Zeineldine) Subject: Re: WTC bombing Organization: Digital Equipment Corp. X-Newsreader: Tin 1.1 PL3 Lines: 13  tclock@orion.oac.uci.edu (Tim Clock) writes: :  : ""But Hadas might be a fictitious character invented by the two men for  : billing purposes, said Mohammed Mehdi, head of the Arab-American Relations Committee."" :  : Tim  I would remind readers of the fact that the NY Daily News on March 5th  reported the arrest of Joise Hadas. Foreign newspapers reported her release shortly afterwards. I can provide copies of the articles  upon request.  Alaa Zeineldine",talk.politics.mideast
"From: craig@toontown.ColumbiaSC.NCR.COM (Craig S. Williamson) Subject: Video in/out Reply-To: craig@toontown.ColumbiaSC.NCR.COM (Craig S. Williamson) Distribution: na Organization: NCR E&M Columbia, SC Lines: 14   I'm getting ready to buy a multimedia workstation and would like a little advice.  I need a graphics card that will do video in and out under windows. I was originally thinking of a Targa+ but that doesn't work under Windows. What cards should I be looking into?  Thanks, Craig  --                                               ""To forgive is divine, to be -Craig Williamson                              an airhead is human.""  Craig.Williamson@ColumbiaSC.NCR.COM                -Balki Bartokomas  craig@toontown.ColumbiaSC.NCR.COM (home)                  Perfect Strangers",comp.graphics
"From: bakerjn@sage.cc.purdue.edu (John Baker) Subject: OAKLEYS for sale (Bulls vs. Blazers too!) Keywords: Good Deal! Distribution: usa Organization: Purdue University Lines: 10  I have a pair of Oakleys that cost about $100 new a year ago.  I hardly ever wore them because they just don't look right on me.  They are orange and blue and are the ""blade"" kind (Terminator style).  I am willing to sell these for $40 to the first response I get.  I also have a Bulls vs. Blazers game for the SNES that is in perfect condition.  I am selling it for $35.  It includes the instruction manual.                                   John                                 bakerjn@sage.cc.purdue.edu",misc.forsale
"From: tclock@orion.oac.uci.edu (Tim Clock) Subject: Re: Kol Israel Broacasts Nntp-Posting-Host: orion.oac.uci.edu Organization: University of California, Irvine Lines: 9  In article <1993Apr16.174056.13368@jarvis.csri.toronto.edu> gfeygin@unicorn.eecg.toronto.edu (Gennady Feygin) writes: >Does anyone have a schedule of Kol Israel broadcasts in different >languages that could be posted or e-mailed to me. Your >assistance would be greatly appreciated > >GF   Try thr rec.radio.shortwave newsgroup.",talk.politics.mideast
"From: swh@capella.cup.hp.com (Steve Harrold) Subject: Re: Need Info on Diamond Viper Video Card Organization: Hewlett Packard, Cupertino Lines: 46  Experiences with Diamond Viper VLB video card  Several problems:  1) The ad specified 16.7 million colors at 640x480 resolution with 1MB    of VRAM, which is what I have. This color depth is NOT SUPPORTED    with video BIOS version 1.00 and drivers version 1.01. A max of 65K    colors are supported at 640x800 and 800x600 resolutions with 1MB    VRAM.  2) With the 65K color choice I notice two minor irritations:     a) Under NDW, when an entry in a list is highlighted (such as in an       Open menu) and then is deselected, a faint vertical line often       remains where the left edge of the highlighted rectangle used to       be.     b) With Word for Windows, when you use shading in a table, the       display shows the INVERSE of the shading; for example, if you       shade the cell as 10%, the display is 90% (the printout is OK).  3) The big killer bug is using the Borland C++ Integrated Development    Environment. The problem occurs when you click on the Turbo Debugger    icon (or use the Debugger option in the Run command), and the    debugger application goes to VGA character mode (as it is designed    to do). The screen goes haywire, and is largely unreadable. The    Turbo Debugger display is all garbled.     Through trial and error, I have found that when the disrupted screen    is displayed you should do [Alt-Spacebar] followed by the letter    ""R"". This instructs Turbo Debugger to refresh the screen, and it    does this satisfactorily. I wish I didn't have to do this.     The bug is more than with the Diamond drivers. The same disruptive    behavior happens with the standard VGA driver that comes with    Windows. There must be something in the video card that mishandles    the VGA mode.        The problem is not my monitor. The same bug shows up when I use    another monitor in place of my usual one.  I still like this video card, and am hoping its problems will be remedied (they do offer a 5 year warranty).  --- swh, 20apr93",comp.sys.ibm.pc.hardware
"From: maynard@ramsey.cs.laurentian.ca (Roger Maynard) Subject: Re: div. and conf. names Organization: Dept. of Computer Science, Laurentian University, Sudbury, ON Distribution: na Lines: 89  In <1993Apr18.073540.6871@hubcap.clemson.edu> jwodzia@dlite.uucp (john wodziak) writes:  >Sorry Roger but Mr Basketbal should what he really means here. IE he should >have said that he hopes ""fans in the _American_ Southeast can follow the >names of the divisions."" The odds that these people other than those who >are displaced ""Notherners"" (who are probably already fans) is on the order >of the proverbial snowball's in hell.  I am not at all clear about what you are trying to say here.   If  you asked  somone,  who  had never heard of hockey before, if LA played in the Smythe division what do you think  that  the  response  would  be? What  if you asked this person if LA played in the West division?  The naming of  divisions  after  long-dead  entrepreneurs  is  unnecessary obfuscation.  >>I am glad that the names are being changed for another reason.  The names >>Patrick, Smythe, Norris, Adams and Campbell are all the names of so-called >>""builders"" of the game.  This is the same type of thinking that put Stein >>in the Hall of Fame.  This is absolute nonsense.  The real builders of the >>game are Richard, Morenz, Howe, Conacher, Orr, etc.  If you are going to >>name the divisions after people at least name the divisions after people >>who deserve it.  >Yes these people deserve recognigtion as hockey greats but the old division >names took into account Messers Patrick, Norris, Smythe and the Prince who  >had alot more to do with the ORIGINS of the league than people who came into >an already established situation. It is much easier to be an element of change  Hardly.  The ""established"" situation existed prior to Smythe,  et  al. The  Stanley  Cup was a challenge trophy up for grabs to whatever team could successfully mount the challenge.  What our  dear  founders  did was formalize the challenge.  They created a closed league, an oligop- olistic professional system, in the interests of making money.  Wheth- er  or  not  that system has contributed to better hockey is certainly debatable.  We are, however, stuck with their invention and  that  de- bate  is  academic.   The  point  to  be made, however, is that people played hockey and people enjoyed watching hockey  long  before  Smythe and his pals showed up.  >or a standout in an existing situation than it is to be someone who creates >a new situation.  If you want to honor players like Bobby Orr than I'm sure >you can find a reason to name a torphy after him such as best offensive  >defenseman.  What's wrong with best defenceman, period?  Was there  ever  a  better defenceman?   Was  there  ever a better player?  And if you think that Bruce Norris' contribution was somehow  more  significant  than  Bobby Orr's  then,  in the interests of education, why don't you take a poll and find out how many people know who Norris was?  But you don't  have to, do you?  >No I can't for the reasons I gave above. I'm in the same boat as Jason and I >grew up with the current divisonal names and learned them when I was about  >10 years old and who played in what division. If a 10 year old _American_ >can learn this why would it be hard for an ""Occasional Fan"" to pick up  >on who plays in what division?  So you don't feel that you should have to make the effort to  remember that  Vancouver  plays in the West division?  (Or Pacific, or whatever other intuitively understandable moniker is chosen.)  >>Oh.  Now I see your point.  Your intention has been to alert us to the erosion >>of purity.  I'll bet you like hockey because it's, for the most part, played >>by whites of European extraction.   >Probably not. In my case I'm sure of this. What you said would be like me >saying that All Maple Leafs fans are as biased, closed minded, ignorant,  And of course you neatly deleted Jason's  jingoistic  rant  about  the game  losing  its  ""Canadianization"".   Quoting me out of context does more to erode your credibility than it  does  mine.   My  position  is clearly  progressive  and  is anything but ""biased, closed minded, ig- norant"".  Arrogant, I will grant you.  >arrogant, and moronic as you.  Just because someone A) doesn't like what >Mr Basketball is doing, B) voices their opinion. and C) Likes the senerio of >you going to Antartica does not mean that you have the right to insult them.  Nice try John.  But for a flame to be truly effective you have to display  at  least  enough  intelligence  to  earn  your target's respect.  cordially, as always,  rm   --  Roger Maynard  maynard@ramsey.cs.laurentian.ca",rec.sport.hockey
"From: buenneke@monty.rand.org (Richard Buenneke) Subject: DC-X Rollout Report X-Added: Forwarded by Space Digest Organization: [via International Space University] Original-Sender: isu@VACATION.VENARI.CS.CMU.EDU Distribution: sci Lines: 124   McDonnell Douglas rolls out DC-X          HUNTINGTON BEACH, Calif. -- On a picture-perfect Southern California day, McDonnell Douglas rolled out its DC-X rocket ship last Saturday.  The company hopes this single-stage rocket technology demonstrator will be the first step towards a single-stage-to-orbit (SSTO) rocket ship.          The white conical vehicle was scheduled to go to the White Sands Missile Range in New Mexico this week.  Flight tests will start in mid-June.          Although there wasn't a cloud in the noonday sky, the forecast for SSTO research remains cloudy.  The SDI Organization -- which paid $60 million for the DC-X -- can't itself afford to fund full development of a follow-on vehicle.  To get the necessary hundreds of millions required for a sub-orbital DC-XA, SDIO is passing a tin cup among its sister government agencies.          SDIO originally funded SSTO research as a way to cut the costs for orbital deployments of space-based sensors and weapns.  However, recent changes in SDI's political marching orders and budget cuts have made SSTO less of a priority.  Today, the agency is more interested in using DC-X as a step towards a low-cost, reusable sounding rocket.          SDIO has already done 50 briefings to other government agencies, said Col.  Simon ""Pete"" Worden, SDIO's deputy for technology.  But Worden declined to say how much the agencies would have to pony up for the program. ""I didn't make colonel by telling my contractors how much money I have available to spend,"" he quipped at a press conference at McDonnell Douglas Astronautics headquarters.          While SDIO has lowered its sights on the program's orbital objective, agency officials hail the DC-X as an example of the ""better, faster, cheaper"" approach to hardware development.  The agency believes this philosophy can produce breakthroughs that ""leapfrog"" ahead of evolutionary technology developments.          Worden said the DC-X illustrates how a ""build a little, test a little"" approach can produce results on time and within budget.  He said the program -- which went from concept to hardware in around 18 months -- showed how today's engineers could move beyond the ""miracles of our parents' time.""          ""The key is management,"" Worden said. ""SDIO had a very light hand on this project.  We had only one overworked major, Jess Sponable.""          Although the next phase may involve more agencies, Worden said lean management and a sense of government-industry partnership will be crucial. ""It's essential we do not end up with a large management structure where the price goes up exponentially.""          SDIO's approach also won praise from two California members of the House Science, Space and Technology Committee. ""This is the direction we're going to have to go,"" said Rep.  George Brown, the committee's Democratic chairman. ""Programs that stretch aout 10 to 15 years aren't sustainable....NASA hasn't learned it yet.  SDIO has.""          Rep.  Dana Rohrbacher, Brown's Republican colleague, went further. Joking that ""a shrimp is a fish designed by a NASA design team,"" Rohrbacher doubted that the program ever would have been completed if it were left to the civil space agency.          Rohrbacher, whose Orange County district includes McDonnell Douglas, also criticized NASA-Air Force work on conventional, multi-staged rockets as placing new casings around old missile technology. ""Let's not build fancy ammunition with capsules on top.  Let's build a spaceship!""           Although Rohrbacher praised SDIO's sponsorship, he said the private sector needs to take the lead in developing SSTO technology.          McDonnell Douglas, which faces very uncertain prospects with its C-17 transport and Space Station Freedom programs, were more cautious about a large private secotro commitment. ""On very large ventures, companies put in seed money,"" said Charles Ordahl, McDonnell Douglas' senior vice president for space systems. ""You need strong government investments.""          While the government and industry continue to differ on funding for the DC-XA, they agree on continuing an incremental approach to development.  Citing corporate history, they liken the process to Douglas Aircraft's DC aircraft.  Just as two earlier aircraft paved the way for the DC-3 transport, a gradual evolution in single-stage rocketry could eventually lead to an orbital Delta Clipper (DC-1).          Flight tests this summer at White Sands will ""expand the envelope"" of performance, with successive tests increasing speed and altitude.  The first tests will reach 600 feet and demonstrate hovering, verticle take-off and landing.  The second series will send the unmanned DC-X up to 5,000 feet.  The third and final series will take the craft up to 20,000 feet.          Maneuvers will become more complex on third phase.  The final tests will include a ""pitch-over"" manever that rotates the vehicle back into a bottom-down configuration for a soft, four-legged landing.          The flight test series will be supervised by Charles ""Pete"" Conrad, who performed similar maneuvers on the Apollo 12 moon landing. Now a McDonnell Douglas vice president, Conrad paised the vehicles aircraft-like approach to operations.  Features include automated check-out and access panels for easy maintainance.          If the program moves to the next stage, engine technology will become a key consideration.  This engine would have more thrust than the Pratt & Whitney RL10A-5 engines used on the DC-X.  Each motor uses liquid hydrogen and liquid oxygen propellants to generate up to 14,760 pounds of thrust          Based on the engine used in Centaur upper stages, the A-5 model has a thrust champer designed for sea level operation and three-to-on throttling capability.  It also is designed for repeat firings and rapid turnaround.          Worden said future single-stage rockets could employ tri-propellant engine technology developed in the former Soviet Union. The resulting engines could burn a dense hydrocarbon fuel at takeoff and then switch to liquid hydrogen at higher altitudes.          The mechanism for the teaming may already be in place.  Pratt has a technology agreement with NPO Energomash, the design bureau responsible for the tri-propellant and Energia cryogenic engines.",sci.space
"From: paul@hsh.com (Paul Havemann) Subject: Re: Clinton's immunization program Distribution: usa Organization: HSH Associates Lines: 47  In article <C5FJsL.6Is@ncratl.AtlantaGA.NCR.COM>, mwilson@ncratl.AtlantaGA.NCR.COM (Mark Wilson) writes: > On the news last night Clinton was bashing the republicans for stonewalling > his so called stimulus package. > It seems that one small item within this package was going to pay for free > immunizations for poor kids. > So now Clinton is claiming that the republicans are holding the health of > poor kids hostage for blatantly political gains. >  > Aside from the merits (or lack thereof) of another free immunization program, > just what is such a program doing in a bill that is supposedly about > creating jobs.  Jobs?  What the hell have jobs to do with it?  It's another touchy-feely  program from the new, vapid administration.  The fact is, the major claim made for ""universal"" immunization -- that ""all children will be immunized"" -- has absolutely no validity.  Several states already have U.I. programs, have had these programs for _years_. The result: on average, their success rates are no better than the national average.  It seems that the gummint hasn't yet figured out a way to MAKE parents bring their kids in.  Yet another case of shameless demagoguery from the ""new"" Democrats, the ""agents of change.""    > If Clinton is so hot to get this immunization program, why doesn't he and > the democrats just introduce it as a stand alone bill. Isn't it possible > that Clinton is the one doing the blatant political (read pork) manipulations > here. He is telling the republicans, pass my muti-billion dollar package, > or I will go to the people and tell them that you are opposed to > immunizing poor kids.  What?  Clinton using this issue for _partisan gain_?  Do tell.   > I have never thought highly of Clinton, but stunts like this lower my > opinion of him even further. >  > I thought one of Clinton's campaign themes was that he was going to be > a new kind of politician. This kind of manuevering would have made LBJ > proud.  All together now... c'mon, you know the words... ""Meet the new boss! Same as  the old boss!""  And the chorus: ""We won't get fooled again!""  ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------   Paul Havemann   (Internet: paul@hsh.com)     * They're not just opinions -- they're caffeine for the brain! *          ** (Up to 50 milligrams per cynical observation.) **      Recommended Minimum Daily Requirement: 1,000 mg.  Keep reading.",talk.politics.misc
"From: deane@binah.cc.brandeis.edu (David Matthew Deane) Subject: Re: PUBLIC HEARINGS on Ballot Access, Vote Fraud and Other Issues Reply-To: deane@binah.cc.brandeis.edu Organization: Brandeis University Lines: 10  Ack! Sorry for the repeat posts: I thought I was posting to the newsgroup on which this appeared. Couldn't figure out why it wasn't appearing in my newsgroup. Stupid of me. Slap my hands. Bang my head against the wall. Sorry! Bloody public anouncements...mumble mumble mumble... ============================================================================ David Matthew Deane (deane@binah.cc.brandeis.edu)       When the words fold open, it means the death of doors; even casement windows sense the danger.   (Amon Liner)",talk.politics.misc
